Food_Code,Raw_Data
C018,"Colocasia leaves, green (Colocasia esculenta) 6 0.47±0.02"
C019,Drumstick leaves (Moringa oleifera) 3 0.28±0.05 0.93±0.08 0.05±0.01
C020,5 0.67±0.16 2.64±0.71 0.59±0.10 0.86±0.45
C021,Garden cress (Lepidium sativum) 2 0.05 0.04
C022,"Gogu leaves, green (Hibiscus cannabinus) 4 0.40±0.17 0.50±0.15"
C023,"Gogu leaves, red (Hibiscus cannabinus) 1 0.51 0.61"
C024,2 0.07 0.55
C025,Lettuce (Lactuca sativa) 3
C026,Mustard leaves (Brassica juncea) 3 2.44±0.26 1.66±0.19
C027,1
C008,Bathua leaves (Chenopodium album) 2 0.31 0.01 2.88
C009,Beet greens (Beta vulgaris) 6 0.24±0.00 0.41±0.00
C010,"Betel leaves, big (Kolkata) (Piper betle) 6 6.79±0.24 0.64±0.11"
C011,"Betel leaves, small (Piper betle) 4 0.91±0.06 0.16±0.01"
C012,1 1.25 1.02 0.82
C013,"Cabbage, Chinese (Brassica rupa) 1"
C014,1 2.64 1.57 0.98 0.67 1.42
C015,6 2.52±0.34 1.48±0.16 1.79±0.33 2.66±0.21 0.35±0.09
C016,2 2.81 1.67 1.71 2.75 0.39
C017,6 1.70±0.60 0.26±0.02 0.59±0.03 0.60±0.01
C018,6 0.06±0.01 0.03±0.01 0.02±0.01 0.04±0.01
C019,Drumstick leaves (Moringa oleifera) 3 0.58±0.02 0.07±0.00
C020,5 1.57±0.23 0.58±0.12 0.58±0.05 0.15±0.02 1.80±0.08 1.43±0.33 2.46±0.46
C021,Garden cress (Lepidium sativum) 2 0.45 0.02 0.60
C022,"Gogu leaves, green (Hibiscus cannabinus) 4 0.19±0.03 2.72±0.58 0.36±0.11 1.60±0.25 0.62±0.10"
C023,"Gogu leaves, red (Hibiscus cannabinus) 1 0.18 3.61 0.32 1.71 0.53"
C024,2 0.08 0.39
C025,Lettuce (Lactuca sativa) 3 3.61±0.20 1.19±0.09 2.77±0.31 0.12±0.02 0.07±0.01 0.20±0.02 0.05±0.02
C026,Mustard leaves (Brassica juncea) 3 0.31±0.09 2.68±0.38 1.74±0.07 1.44±0.17
C027,1
C008,Bathua leaves (Chenopodium album) 2
C009,Beet greens (Beta vulgaris) 6
C010,"Betel leaves, big (Kolkata) (Piper betle) 6"
C011,"Betel leaves, small (Piper betle) 4"
C012,1
C013,"Cabbage, Chinese (Brassica rupa) 1"
C014,1
C015,6
C016,2
C017,6 0.50±0.01
C018,6 0.02±0.01
C019,Drumstick leaves (Moringa oleifera) 3
C020,5 0.04±0.01
C021,Garden cress (Lepidium sativum) 2 12.21
C022,"Gogu leaves, green (Hibiscus cannabinus) 4"
C023,"Gogu leaves, red (Hibiscus cannabinus) 1"
C024,2 0.42
C025,Lettuce (Lactuca sativa) 3 3.07±0.08 0.07±0.01
C026,Mustard leaves (Brassica juncea) 3 0.03±0.01
C027,1
C008,Bathua leaves (Chenopodium album) 2 42.24
C009,Beet greens (Beta vulgaris) 6 2.85±0.56
C010,"Betel leaves, big (Kolkata) (Piper betle) 6 89.68±3.06"
C011,"Betel leaves, small (Piper betle) 4 87.01±3.81"
C012,1 16.45
C013,"Cabbage, Chinese (Brassica rupa) 1 27.97"
C014,1 70.89
C015,6 54.92±4.47
C016,2 59.94
C017,6 0.09±0.01 0.18±0.01 28.94±0.36
C018,6 124±1.8
C019,Drumstick leaves (Moringa oleifera) 3 29.90±14.48
C020,5 105±6.3
C021,Garden cress (Lepidium sativum) 2 16.19
C022,"Gogu leaves, green (Hibiscus cannabinus) 4 199±11.9"
C023,"Gogu leaves, red (Hibiscus cannabinus) 1 208"
C024,2 6.16
C025,Lettuce (Lactuca sativa) 3 19.47±1.92
C026,Mustard leaves (Brassica juncea) 3 38.02±1.14
C027,1
C028,Parsley (Petroselinum crispum) 3 1.18±0.09 0.41±0.02 0.02±0.01 0.27±0.04
C029,Ponnaganni (Alternanthera sessilis) 2 0.41 1.57 0.03
C030,6 0.25±0.03 0.40±0.03
C031,Radish leaves (Raphanus sativus) 6 1.40±0.07 0.04±0.01 0.26±0.03 0.41±0.01
C032,Rumex leaves (Rumex patientia ) 2 0.10 0.77
C033,Spinach (Spinacia oleracea) 6 2.26±0.51 4.30±0.56
C034,3 0.23±0.02
D001,Ash gourd (Benincasa hispida) 6 0.03±0.02 0.34±0.11 0.93±0.73
D002,"Bamboo shoot, tender (Bambusa vulgaris) 1 0.36"
D003,5 0.21±0.02 0.85±0.00 1.25±0.00
D004,6 0.04±0.01 0.74±0.39 0.05±0.03
D005,4 0.05±0.04 1.21±1.15 0.07±0.04
D006,1 0.08 1.64 0.05
D007,6 0.05±0.02 1.96±0.71 0.60±0.06
D008,5 0.05±0.01 1.90±0.67 0.79±0.41
D009,1 0.04 1.84 0.59
D010,Brinjal-1 (Solanum melongena) 1 1.73 0.21 1.39 0.83
D011,Brinjal-2 (Solanum melongena) 1 1.82 0.29 1.27 0.76
C028,Parsley (Petroselinum crispum) 3 1.52±0.31 0.33±0.02 16.14±1.41 0.01±0.01
C029,Ponnaganni (Alternanthera sessilis) 2 4.31 0.31 4.98 0.75 0.56
C030,6 0.19±0.01 0.28±0.05 0.54±0.06
C031,Radish leaves (Raphanus sativus) 6 0.58±0.04 3.26±0.59 8.23±0.66 69.50±2.60 4.57±0.45
C032,Rumex leaves (Rumex patientia ) 2 3.83 0.41 10.73 86.33
C033,Spinach (Spinacia oleracea) 6 3.09±0.40 2.55±0.86 2.70±1.03 0.35±0.06 0.08±0.02 0.49±0.03
C034,3
D001,Ash gourd (Benincasa hispida) 6
D002,"Bamboo shoot, tender (Bambusa vulgaris) 1 0.25"
D003,5 0.10±0.00 2.15±0.00 0.52±0.00 1.52±0.00 3.52±0.00
D004,6
D005,4
D006,1
D007,6 2.47±0.49
D008,5 2.72±0.26
D009,1 2.48
D010,Brinjal-1 (Solanum melongena) 1 0.77 1.47
D011,Brinjal-2 (Solanum melongena) 1 0.65 1.43
C028,Parsley (Petroselinum crispum) 3
C029,Ponnaganni (Alternanthera sessilis) 2
C030,6
C031,Radish leaves (Raphanus sativus) 6
C032,Rumex leaves (Rumex patientia ) 2
C033,Spinach (Spinacia oleracea) 6 1.36±0.32
C034,3
D001,Ash gourd (Benincasa hispida) 6
D002,"Bamboo shoot, tender (Bambusa vulgaris) 1"
D003,5
D004,6
D005,4
D006,1
D007,6
D008,5
D009,1
D010,Brinjal-1 (Solanum melongena) 1
D011,Brinjal-2 (Solanum melongena) 1
C028,Parsley (Petroselinum crispum) 3 46.58±1.38
C029,Ponnaganni (Alternanthera sessilis) 2 53.08
C030,6 20.33±1.63
C031,Radish leaves (Raphanus sativus) 6 2.89±0.35 0.19±0.04 27.57±7.13
C032,Rumex leaves (Rumex patientia ) 2 16.13
C033,Spinach (Spinacia oleracea) 6 233±8.9
C034,3 27.65±4.01
D001,Ash gourd (Benincasa hispida) 6 10.47±1.25
D002,"Bamboo shoot, tender (Bambusa vulgaris) 1 9.00"
D003,5 12.68±0.00
D004,6 49.76±1.87
D005,4 50.46±2.48
D006,1 52.98
D007,6 34.76±3.15
D008,5 31.83±5.61
D009,1 38.20
D010,Brinjal-1 (Solanum melongena) 1 13.14
D011,Brinjal-2 (Solanum melongena) 1 12.16
D012,Brinjal-3 (Solanum melongena) 2 1.96 0.28 1.41 0.80
D013,Brinjal-4 (Solanum melongena) 4 1.50±0.27 0.29±0.03 1.40±0.04 0.84±0.07
D014,Brinjal-5 (Solanum melongena) 3 2.32±0.28 0.32±0.03 1.36±0.07 0.78±0.10
D015,Brinjal-6 (Solanum melongena) 2 1.82 0.19 1.33 0.81
D016,Brinjal-7 (Solanum melongena) 1 1.69 0.29 1.41 0.88
D017,Brinjal-8 (Solanum melongena) 3 1.82±0.06 0.31±0.03 1.43±0.06 0.84±0.03
D018,Brinjal-9 (Solanum melongena) 2 1.71 0.35 1.43 0.89
D019,Brinjal-10 (Solanum melongena) 2 1.31 0.28 1.37 0.89
D020,Brinjal-11 (Solanum melongena) 6 1.74±0.12 0.30±0.06 1.46±0.10 0.79±0.11
D021,Brinjal-12 (Solanum melongena) 2 2.47 0.30 1.38 0.88
D022,Brinjal-13 (Solanum melongena) 1 1.82 0.26 1.39 0.86
D023,Brinjal-14 (Solanum melongena) 3 1.73±0.16 0.33±0.04 1.45±0.08 0.84±0.03
D024,Brinjal-15 (Solanum melongena) 4 1.71±0.14 0.29±0.02 1.58±0.13 0.86±0.05
D025,Brinjal-16 (Solanum melongena) 1 1.89 0.31 1.52 0.88
D026,Brinjal-17 (Solanum melongena) 1 1.79 0.27 1.49 0.81
D027,Brinjal-18 (Solanum melongena) 3 1.75±0.18 0.30±0.05 1.44±0.07 0.77±0.13
D028,Brinjal-19 (Solanum melongena) 3 1.65±0.13 0.32±0.03 1.53±0.14 0.76±0.12
D029,Brinjal-20 (Solanum melongena) 5 1.75±0.13 0.28±0.02 1.44±0.11 0.87±0.08
D030,Brinjal-21 (Solanum melongena) 2 2.86 0.30 1.39 0.83
D031,Brinjal - all varieties (Solanum melongena) 6 1.81±0.33 0.29±0.04 1.44±0.10 0.82±0.08
D032,Broad beans (Vicia faba) 3 1.68±0.62 0.09±0.01
D012,Brinjal-3 (Solanum melongena) 2 0.81 1.50
D013,Brinjal-4 (Solanum melongena) 4 0.85±0.08 1.56±0.07
D014,Brinjal-5 (Solanum melongena) 3 0.83±0.09 1.32±0.04
D015,Brinjal-6 (Solanum melongena) 2 0.90 1.35
D016,Brinjal-7 (Solanum melongena) 1 0.77 1.26
D017,Brinjal-8 (Solanum melongena) 3 0.79±0.04 1.46±0.09
D018,Brinjal-9 (Solanum melongena) 2 0.69 1.43
D019,Brinjal-10 (Solanum melongena) 2 0.73 1.47
D020,Brinjal-11 (Solanum melongena) 6 0.85±0.04 1.56±0.12
D021,Brinjal-12 (Solanum melongena) 2 0.71 1.39
D022,Brinjal-13 (Solanum melongena) 1 0.74 1.29
D023,Brinjal-14 (Solanum melongena) 3 0.69±0.05 1.40±0.14
D024,Brinjal-15 (Solanum melongena) 4 0.67±0.09 1.24±0.07
D025,Brinjal-16 (Solanum melongena) 1 0.77 1.39
D026,Brinjal-17 (Solanum melongena) 1 0.74 1.16
D027,Brinjal-18 (Solanum melongena) 3 0.48±0.17 1.23±0.10
D028,Brinjal-19 (Solanum melongena) 3 0.66±0.12 1.33±0.08
D029,Brinjal-20 (Solanum melongena) 5 0.75±0.09 1.47±0.11
D030,Brinjal-21 (Solanum melongena) 2 0.62 1.32
D031,Brinjal - all varieties (Solanum melongena) 6 0.75±0.12 1.42±0.15
D032,Broad beans (Vicia faba) 3 3.88±0.08 0.31±0.01 0.77±0.11 0.04±0.01
D012,Brinjal-3 (Solanum melongena) 2
D013,Brinjal-4 (Solanum melongena) 4
D014,Brinjal-5 (Solanum melongena) 3
D015,Brinjal-6 (Solanum melongena) 2
D016,Brinjal-7 (Solanum melongena) 1
D017,Brinjal-8 (Solanum melongena) 3
D018,Brinjal-9 (Solanum melongena) 2
D019,Brinjal-10 (Solanum melongena) 2
D020,Brinjal-11 (Solanum melongena) 6
D021,Brinjal-12 (Solanum melongena) 2
D022,Brinjal-13 (Solanum melongena) 1
D023,Brinjal-14 (Solanum melongena) 3
D024,Brinjal-15 (Solanum melongena) 4
D025,Brinjal-16 (Solanum melongena) 1
D026,Brinjal-17 (Solanum melongena) 1
D027,Brinjal-18 (Solanum melongena) 3
D028,Brinjal-19 (Solanum melongena) 3
D029,Brinjal-20 (Solanum melongena) 5
D030,Brinjal-21 (Solanum melongena) 2
D031,Brinjal - all varieties (Solanum melongena) 6
D032,Broad beans (Vicia faba) 3 38.05±2.13
D012,Brinjal-3 (Solanum melongena) 2 13.80
D013,Brinjal-4 (Solanum melongena) 4 12.85±1.21
D014,Brinjal-5 (Solanum melongena) 3 13.49±0.86
D015,Brinjal-6 (Solanum melongena) 2 12.88
D016,Brinjal-7 (Solanum melongena) 1 13.17
D017,Brinjal-8 (Solanum melongena) 3 12.63±1.08
D018,Brinjal-9 (Solanum melongena) 2 11.47
D019,Brinjal-10 (Solanum melongena) 2 13.05
D020,Brinjal-11 (Solanum melongena) 6 12.79±2.20
D021,Brinjal-12 (Solanum melongena) 2 13.19
D022,Brinjal-13 (Solanum melongena) 1 13.49
D023,Brinjal-14 (Solanum melongena) 3 12.29±0.72
D024,Brinjal-15 (Solanum melongena) 4 11.52±0.65
D025,Brinjal-16 (Solanum melongena) 1 12.16
D026,Brinjal-17 (Solanum melongena) 1 13.17
D027,Brinjal-18 (Solanum melongena) 3 12.62±0.56
D028,Brinjal-19 (Solanum melongena) 3 13.54±1.63
D029,Brinjal-20 (Solanum melongena) 5 12.90±1.62
D030,Brinjal-21 (Solanum melongena) 2 13.19
D031,Brinjal - all varieties (Solanum melongena) 6 12.79±1.34
D032,Broad beans (Vicia faba) 3 16.63±0.37 9.70±0.10 89.14±6.99
D033,"Capsicum, green (Capsicum annuum) 6 0.46±0.03 0.07±0.02 0.07±0.02"
D034,"Capsicum, red (Capsicum annuum) 4 0.58±0.00 1.02±0.00 0.84±0.00"
D035,"Capsicum, yellow (Capsicum annuum) 4 0.48±0.00 0.41±0.00 0.35±0.00"
D036,Cauliflower (Brassica oleracea var. botrytis) 6 0.88±0.05 0.69±0.05 0.57±0.07 1.40±0.29
D037,Celery stalk (Apium graveolens) 3 0.32±0.04 0.30±0.05
D038,Cho-cho-marrow (Sechium edule) 4 0.38±0.06 0.36±0.04 0.05±0.01
D039,Cluster beans (Cyamopsis tetragonoloba) 6 0.04±0.01 0.78±0.04
D040,"Colocasia, stem, black (Colocasia esculenta) 1 1.89 3.82 4.18"
D041,"Colocasia, stem, green (Colocasia esculenta) 5 0.60±0.37 1.38±0.76 1.28±0.59"
D042,"Corn, baby(Zea mays) 6 0.03±0.01 0.13±0.03 1.20±0.11 0.20±0.15 0.31±0.10"
D043,6
D044,"Cucumber, green, short (Cucumis sativus) 6"
D045,2
D046,Drumstick (Moringa oleifera) 6 2.93±0.51 3.36±0.89 1.67±0.12
D047,"Field beans, tender, broad (Vicia faba) 2 0.81"
D048,"Field beans, tender, lean (Vicia faba) 6 0.62±0.08"
D049,5 0.27±0.05 0.80±0.10 1.54±0.17
D050,2 0.31 0.92 1.71
D051,"Jack fruit, raw (Artocarpus heterophyllus) 5 3.03±0.86 1.04±0.52"
D052,5 0.56±0.08 0.31±0.10
D033,"Capsicum, green (Capsicum annuum) 6 0.39±0.09 2.49±0.22 1.46±0.26 1.44±0.27"
D034,"Capsicum, red (Capsicum annuum) 4 1.58±0.00 3.82±0.00 4.18±0.00"
D035,"Capsicum, yellow (Capsicum annuum) 4 0.25±0.00 0.25±0.00 0.03±0.00"
D036,Cauliflower (Brassica oleracea var. botrytis) 6 1.49±0.20 0.26±0.03 0.55±0.03 0.40±0.13
D037,Celery stalk (Apium graveolens) 3 0.26±0.05 0.25±0.02 0.37±0.01 0.32±0.07 0.66±0.04
D038,Cho-cho-marrow (Sechium edule) 4 0.66±0.07
D039,Cluster beans (Cyamopsis tetragonoloba) 6
D040,1 3.12 1.04 1.38 1.02
D041,5 1.40±0.53 0.30±0.04 0.27±0.04 1.53±0.25
D042,"Corn, baby(Zea mays) 6 0.76±0.01 0.16±0.02"
D043,6 0.88±0.39 0.10±0.04 0.07±0.03
D044,"Cucumber, green, short (Cucumis sativus) 6 0.82±0.41 0.09±0.03 0.07±0.02"
D045,2 1.23 0.09 0.07
D046,Drumstick (Moringa oleifera) 6 4.01±0.68 0.25±0.03 8.14±0.49 23.30±0.80
D047,"Field beans, tender, broad (Vicia faba) 2 0.62 0.65"
D048,"Field beans, tender, lean (Vicia faba) 6 0.45±0.20 0.60±0.22 2.50±0.09"
D049,5 0.13±0.02 2.61±0.28 0.61±0.08 1.78±0.18 3.17±0.40
D050,2 0.13 2.78 0.51 1.82 2.85
D051,"Jack fruit, raw (Artocarpus heterophyllus) 5 2.39±0.23 0.87±0.06"
D052,5 0.58±0.06 0.88±0.03
D033,"Capsicum, green (Capsicum annuum) 6 1.45±0.30"
D034,"Capsicum, red (Capsicum annuum) 4 4.08±0.00"
D035,"Capsicum, yellow (Capsicum annuum) 4 0.37±0.00"
D036,Cauliflower (Brassica oleracea var. botrytis) 6
D037,Celery stalk (Apium graveolens) 3
D038,Cho-cho-marrow (Sechium edule) 4
D039,Cluster beans (Cyamopsis tetragonoloba) 6 2.36±0.44
D040,1
D041,5
D042,"Corn, baby(Zea mays) 6"
D043,6
D044,"Cucumber, green, short (Cucumis sativus) 6"
D045,2
D046,Drumstick (Moringa oleifera) 6 0.35±0.06 2.92±0.40
D047,"Field beans, tender, broad (Vicia faba) 2"
D048,"Field beans, tender, lean (Vicia faba) 6 0.67±0.07"
D049,5
D050,2
D051,"Jack fruit, raw (Artocarpus heterophyllus) 5"
D052,5
D033,"Capsicum, green (Capsicum annuum) 6 10.82±2.60"
D034,"Capsicum, red (Capsicum annuum) 4 20.30±0.00"
D035,"Capsicum, yellow (Capsicum annuum) 4 7.80±0.00"
D036,Cauliflower (Brassica oleracea var. botrytis) 6 0.07±0.01 0.14±0.02 32.41±0.92
D037,Celery stalk (Apium graveolens) 3 2.90±0.21
D038,Cho-cho-marrow (Sechium edule) 4 5.04±0.75
D039,Cluster beans (Cyamopsis tetragonoloba) 6 53.15±3.94
D040,1 15.68
D041,5 11.66±1.69
D042,"Corn, baby(Zea mays) 6 1.91±0.08"
D043,6 14.10±0.70
D044,"Cucumber, green, short (Cucumis sativus) 6 13.92±0.86"
D045,2 14.56
D046,Drumstick (Moringa oleifera) 6 139±2.2
D047,"Field beans, tender, broad (Vicia faba) 2 133"
D048,"Field beans, tender, lean (Vicia faba) 6 0.43±0.01 136±7.7"
D049,5 0.05±0.02 14.59±0.98
D050,2 0.05 14.12
D051,"Jack fruit, raw (Artocarpus heterophyllus) 5 50.59±7.30"
D052,5 15.53±1.08
D053,Knol - Khol (Brassica oleracea) 6 0.05±0.02 0.57±0.15
D054,"Kovai, big (Coccinia cordifolia) 6 0.04±0.02 0.08±0.01 0.44±0.03"
D055,"Kovai, small (Coccinia cordifolia) 1 0.07 0.07 0.49"
D056,Ladies finger (Abelmoschus esculentus) 6 1.62±0.19
D057,"Mango, green, raw (Mangifera indica) 6 0.18±0.31 0.35±0.08"
D058,"Onion, stalk (Allium cepa) 6 0.17±0.01 0.16±0.01 0.26±0.01"
D059,"Papaya, raw (Carica papaya) 6"
D060,Parwar (Trichosanthes dioica) 6 0.44±0.05 0.32±0.07 0.05±0.01
D061,"Peas, fresh (Pisum sativum) 6 0.61±0.29 2.10±0.86 1.58±0.20"
D062,"Plantain, flower (Musa x paradisiaca) 6 0.63±0.05"
D063,"Plantain, green (Musa x paradisiaca) 6 0.40±0.23"
D064,"Plantain, stem (Musa x paradisiaca) 6 0.49±0.08 0.04±0.01 0.04±0.02"
D065,1 0.04
D066,6 0.06±0.02 0.08±0.01
D067,"Red gram, tender, fresh (Cajanus cajan) 1 0.23 0.37 0.32 0.61 0.46"
D068,Ridge gourd (Luffa acutangula) 6 0.51±0.10 0.54±0.12
D069,3 0.54±0.03 0.49±0.06
D070,6 0.36±0.14 0.47±0.15 0.06±0.01 0.47±0.16
D071,2 0.31 0.45 0.07 0.40
D072,1 0.31 0.31 0.09 0.52
D073,"Tinda, tender (Praecitrullus fistulosus) 6 0.42±0.10 0.34±0.03 0.04±0.02"
D053,Knol - Khol (Brassica oleracea) 6 0.06±0.01 0.40±0.14
D054,"Kovai, big (Coccinia cordifolia) 6 0.35±0.05 0.05±0.02 0.14±0.01 0.07±0.02 0.13±0.02"
D055,"Kovai, small (Coccinia cordifolia) 1 0.43 0.08 0.17 0.08 0.16"
D056,Ladies finger (Abelmoschus esculentus) 6 2.80±0.61 1.69±0.28 2.22±0.51
D057,"Mango, green, raw (Mangifera indica) 6 0.31±0.13 0.64±0.07 2.16±0.55"
D058,"Onion, stalk (Allium cepa) 6 0.63±0.01 1.15±0.18 1.53±0.26 1.42±0.23 1.55±0.10"
D059,"Papaya, raw (Carica papaya) 6 0.55±0.03 0.23±0.05 0.05±0.01 0.15±0.02 0.25±0.04"
D060,Parwar (Trichosanthes dioica) 6 0.08±0.01 0.35±0.10 0.79±0.09 0.63±0.03 1.30±0.24 1.37±0.10
D061,"Peas, fresh (Pisum sativum) 6 0.41±0.09 2.03±0.65 1.82±0.13 1.95±0.86 1.74±0.20"
D062,"Plantain, flower (Musa x paradisiaca) 6 0.28±0.03 0.77±0.07"
D063,"Plantain, green (Musa x paradisiaca) 6 0.60±0.08 1.65±0.16 0.11±0.01 0.07±0.01"
D064,"Plantain, stem (Musa x paradisiaca) 6 0.29±0.08"
D065,1 0.24 1.43
D066,6 0.28±0.08 1.63±0.21
D067,"Red gram, tender, fresh (Cajanus cajan) 1 1.41 0.72 1.62 4.25"
D068,Ridge gourd (Luffa acutangula) 6 0.36±0.11 0.92±0.17
D069,3 0.61±0.02 0.92±0.04
D070,6 0.28±0.11
D071,2 0.32
D072,1 0.24
D073,"Tinda, tender (Praecitrullus fistulosus) 6 0.55±0.07 0.64±0.18"
D053,Knol - Khol (Brassica oleracea) 6 0.42±0.12
D054,"Kovai, big (Coccinia cordifolia) 6"
D055,"Kovai, small (Coccinia cordifolia) 1"
D056,Ladies finger (Abelmoschus esculentus) 6 1.25±0.43
D057,"Mango, green, raw (Mangifera indica) 6 0.66±0.07"
D058,"Onion, stalk (Allium cepa) 6 1.31±0.02"
D059,"Papaya, raw (Carica papaya) 6 0.32±0.07"
D060,Parwar (Trichosanthes dioica) 6
D061,"Peas, fresh (Pisum sativum) 6"
D062,"Plantain, flower (Musa x paradisiaca) 6"
D063,"Plantain, green (Musa x paradisiaca) 6 0.02±0.02 0.08±0.01"
D064,"Plantain, stem (Musa x paradisiaca) 6"
D065,1
D066,6
D067,"Red gram, tender, fresh (Cajanus cajan) 1 0.33"
D068,Ridge gourd (Luffa acutangula) 6
D069,3
D070,6
D071,2
D072,1
D073,"Tinda, tender (Praecitrullus fistulosus) 6 0.14±0.02"
D053,Knol - Khol (Brassica oleracea) 6 5.09±1.67
D054,"Kovai, big (Coccinia cordifolia) 6 1.76±0.64"
D055,"Kovai, small (Coccinia cordifolia) 1 1.60"
D056,Ladies finger (Abelmoschus esculentus) 6 32.51±2.82
D057,"Mango, green, raw (Mangifera indica) 6 1.74±0.46 580±10.0"
D058,"Onion, stalk (Allium cepa) 6 10.73±3.22"
D059,"Papaya, raw (Carica papaya) 6 5.54±0.33"
D060,Parwar (Trichosanthes dioica) 6 12.14±2.10
D061,"Peas, fresh (Pisum sativum) 6 2.79±0.62 22.17±2.86"
D062,"Plantain, flower (Musa x paradisiaca) 6 4.43±1.07"
D063,"Plantain, green (Musa x paradisiaca) 6 1.89±0.20 1.50±0.16 25.27±3.40"
D064,"Plantain, stem (Musa x paradisiaca) 6 12.24±1.15"
D065,1 0.23 15.21
D066,6 0.45±0.13 15.25±2.07
D067,"Red gram, tender, fresh (Cajanus cajan) 1 0.13 0.06 6.55"
D068,Ridge gourd (Luffa acutangula) 6 8.31±0.73
D069,3 11.30±0.93
D070,6 6.78±1.12
D071,2 6.10
D072,1 5.90
D073,"Tinda, tender (Praecitrullus fistulosus) 6 2.61±0.13"
D074,"Tomato, green (Solanum lycopersicum) 6 0.43±0.07 0.05±0.01"
D075,"Tomato, ripe, hybrid (Solanum lycopersicum) 6 0.05±0.02 0.41±0.11"
D076,"Tomato, ripe, local (Solanum lycopersicum) 6 0.10±0.02 0.66±0.08"
D077,"Zucchini, green (Cucurbita pepo) 2 0.05"
D078,"Zucchini, yellow(Cucurbita pepo) 2 0.03"
E001,"Apple, big (Malus domestica) 6 0.84±0.06 0.39±0.11"
E002,"Apple, green (Malus domestica) 6 0.81±0.10 0.27±0.05"
E003,"Apple, small (Malus domestica) 6 0.77±0.10 0.47±0.17"
E004,"Apple, small, Kashmir (Malus domestica) 1 0.63 0.65"
E005,"Apricot, dried (Prunus armeniaca) 6 0.83±0.08 0.12±0.02"
E006,"Apricot, processed (Prunus armeniaca) 3 0.59±0.02 0.05±0.01"
E007,Avocado fruit (Persea sp.) 1 0.06 0.12
E008,Bael fruit (Aegle marmelos) 1 0.09 0.21
E009,1 0.31
E010,2 0.12
E011,"Banana, ripe, red (Musa x paradisiaca) 1 0.12"
E012,6 0.13±0.02 0.12±0.03
E013,Black berry (Rubus sp.) 5 4.68±0.19 0.46±0.06
E014,"Cherries, red (Prunus cerasus) 4 0.65±0.13 0.08±0.01 0.38±0.11"
D074,6 1.22±0.21 0.08±0.01 0.03±0.01 1.90±0.04
D075,6 1.30±0.05 0.68±0.03 1.17±0.49 4.42±0.66 8.10±0.64 0.15±0.01
D076,6 1.89±0.11 0.91±0.03 2.33±0.22 3.49±0.36 10.68±0.62 0.16±0.02
D077,"Zucchini, green (Cucurbita pepo) 2 1.35"
D078,"Zucchini, yellow(Cucurbita pepo) 2 1.33"
E001,"Apple, big (Malus domestica) 6 1.63±0.13 0.79±0.09 2.96±0.49 0.87±0.07 2.87±0.41 1.54±0.06"
E002,"Apple, green (Malus domestica) 6 1.44±0.14 0.71±0.12 2.45±0.37 0.55±0.13 2.42±0.45 0.55±0.03"
E003,"Apple, small (Malus domestica) 6 1.53±0.27 0.77±0.40 2.67±0.26 0.92±0.21 2.66±0.34 1.10±0.60"
E004,"Apple, small, Kashmir (Malus domestica) 1 2.15 0.31 2.63 1.63 3.13 0.63"
E005,"Apricot, dried (Prunus armeniaca) 6 0.28±0.04 0.96±0.09 0.83±0.10 2.04±0.70"
E006,"Apricot, processed (Prunus armeniaca) 3 0.24±0.02 2.56±0.38 2.80±0.29 0.85±0.04"
E007,Avocado fruit (Persea sp.) 1 0.16 0.33 0.23
E008,Bael fruit (Aegle marmelos) 1 0.19 0.41 0.29
E009,1
E010,2
E011,"Banana, ripe, red (Musa x paradisiaca) 1"
E012,6
E013,Black berry (Rubus sp.) 5 3.18±0.50 3.58±0.32
E014,"Cherries, red (Prunus cerasus) 4 5.93±0.02 0.32±0.05 1.39±0.43 0.88±0.02"
D074,6
D075,6
D076,6
D077,"Zucchini, green (Cucurbita pepo) 2"
D078,"Zucchini, yellow(Cucurbita pepo) 2"
E001,"Apple, big (Malus domestica) 6 1.50±0.19 7.99±0.64"
E002,"Apple, green (Malus domestica) 6 0.64±0.14 2.92±0.46"
E003,"Apple, small (Malus domestica) 6 1.16±0.34 6.96±1.06"
E004,"Apple, small, Kashmir (Malus domestica) 1 1.68 7.90"
E005,"Apricot, dried (Prunus armeniaca) 6 0.30±0.07"
E006,"Apricot, processed (Prunus armeniaca) 3 6.48±0.70"
E007,Avocado fruit (Persea sp.) 1 0.11 0.36 0.34
E008,Bael fruit (Aegle marmelos) 1 0.19 0.31 0.29
E009,1
E010,2
E011,"Banana, ripe, red (Musa x paradisiaca) 1"
E012,6
E013,Black berry (Rubus sp.) 5 4.36±0.54 11.46±0.27
E014,"Cherries, red (Prunus cerasus) 4 0.10±0.02 2.07±0.63 1.66±0.29"
D074,6 7.62±0.69
D075,6 26.35±2.20
D076,6 36.69±2.09
D077,"Zucchini, green (Cucurbita pepo) 2 34.77 42.94"
D078,"Zucchini, yellow(Cucurbita pepo) 2 2.62 295"
E001,"Apple, big (Malus domestica) 6 1.21±0.17 35.81±4.13"
E002,"Apple, green (Malus domestica) 6 0.81±0.06 45.76±4.22"
E003,"Apple, small (Malus domestica) 6 0.96±0.14 34.87±2.45"
E004,"Apple, small, Kashmir (Malus domestica) 1 1.00 38.25"
E005,"Apricot, dried (Prunus armeniaca) 6 3.72±0.64 57.33±3.72"
E006,"Apricot, processed (Prunus armeniaca) 3 2.53±0.51 51.31±1.88"
E007,Avocado fruit (Persea sp.) 1 11.35 105
